title,content,comment,url,date
오늘 수능 너무 떨리네요,"공강이라 너무 떨려요
너무좋네요,...",엩 부럽다!!!!,https://m.humoruniv.com/board/read.html?table=thema2&number=1595684,2023-11-16 0:07
오늘 수능 너무 떨리네요,"공강이라 너무 떨려요
너무좋네요,...",킷사마,https://m.humoruniv.com/board/read.html?table=thema2&number=1595684,2023-11-16 0:07
오늘 수능 너무 떨리네요,"공강이라 너무 떨려요
너무좋네요,...",섹스 그 자체네요,https://m.humoruniv.com/board/read.html?table=thema2&number=1595684,2023-11-16 0:07
오늘 수능 너무 떨리네요,"공강이라 너무 떨려요
너무좋네요,...",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://m.humoruniv.com/board/read.html?table=thema2&number=1595684,2023-11-16 0:07
오늘 수능 너무 떨리네요,"공강이라 너무 떨려요
너무좋네요,...",수능 화이팅~!! 넌 잘해왔어 지금까지 했던대로만 하면 돼~! 아침은 가볍게 먹고 점심 도시락도 잠 오지 않게 편하게 먹을수 있는거로 챙겨가~,https://m.humoruniv.com/board/read.html?table=thema2&number=1595684,2023-11-16 0:07
오늘 수능 너무 떨리네요,"공강이라 너무 떨려요
너무좋네요,...",섹스출발 ㅋㅋ,https://m.humoruniv.com/board/read.html?table=thema2&number=1595684,2023-11-16 0:07
이번 주 수업 2개나 휴강~,"수（공강） 목（휴강） 금오전（휴강）

나이스 ㅋㅋ",기말시험이 늘어졌습니다,https://m.humoruniv.com/board/read.html?table=pdswait&number=10630988,2023-11-06 1:43
오늘 선택지,"오늘은 공강이니까
아침에 하이킹을 갈까나
점심에 카페에 가서 책을 읽을까나
다음 주 시험 준비를 해볼까나
귀칼 정주행을 다시 해볼까나
놓았던 기타를 다시 연습해볼까나

라임 좋았다
나의 라임오렌지 나무
효효효효!",라임은 펩시지,https://m.humoruniv.com/board/read.html?table=pdswait&number=10340329,2023-06-01 5:21
이런 친구 어때,"나는 공대 4학년

나랑 다른 친구들은 주 3일 공강인데도 지난 2주간 학교에 살다 싶이 머리 박아가면서 과제 해서 이제 제출 마감 다가와서 거의 완성시켰어

진짜 거짓말 안 치고 이 과제에만 쏟은 시간 다 합치면 2주간 50시간이 넘음

진짜 스트레스도 많이 받고, 친구들이랑 머리 맞대가면서 힘들게 해냄

근데 한 명 친구는 이제 시작해 여태까지 놀다가 （이건 인스타 봐서 알아, 4학년 공대생이 이렇게 놀아다 되나 싶을정도로 놀러다님）

그리고 이제 나랑 내 친구들한테 연락이 와

ㅇㅇ아 과제 잘 돼 가? 이러면서

얘의 역대 패턴을 보면 항상 이런 식이어서 연락이 올거라고 예상하고 있었는데 아니나 다를까 어제 연락이 왔어

그러면 이제 도와달라는 식으로 얘기하는데 이게 계속 물어보면 나중에 그냥 내가 얘꺼를 하고 있어

난 솔직히 얘랑 다른 분반이어서 성적 따로 나와서 상관은 없는데, 걔랑 같은 분반인데 나랑 같이 매일 학교에서 고생한 친구들 생각하면 너무 괘씸해

자기 놀거 다 놀고, 과제는 내야겠는데 시간은 촉박해서 제대로 하면 결과 제대로 도출 못하니까 이럴 때만 연락오는거 너무 별로야 （평소에는 연락 일절 없거든）

친구들이랑 뒤에서 얘 날먹의 제왕 곧 연락 오겠다 이런 식으로 말이 나올정도니까 이번에는 카톡 안읽씹하려고

그게 맞겠지?",파렴치한 놈이군,https://m.humoruniv.com/board/read.html?table=pdswait&number=10339378,2023-05-31 17:26
이런 친구 어때,"나는 공대 4학년

나랑 다른 친구들은 주 3일 공강인데도 지난 2주간 학교에 살다 싶이 머리 박아가면서 과제 해서 이제 제출 마감 다가와서 거의 완성시켰어

진짜 거짓말 안 치고 이 과제에만 쏟은 시간 다 합치면 2주간 50시간이 넘음

진짜 스트레스도 많이 받고, 친구들이랑 머리 맞대가면서 힘들게 해냄

근데 한 명 친구는 이제 시작해 여태까지 놀다가 （이건 인스타 봐서 알아, 4학년 공대생이 이렇게 놀아다 되나 싶을정도로 놀러다님）

그리고 이제 나랑 내 친구들한테 연락이 와

ㅇㅇ아 과제 잘 돼 가? 이러면서

얘의 역대 패턴을 보면 항상 이런 식이어서 연락이 올거라고 예상하고 있었는데 아니나 다를까 어제 연락이 왔어

그러면 이제 도와달라는 식으로 얘기하는데 이게 계속 물어보면 나중에 그냥 내가 얘꺼를 하고 있어

난 솔직히 얘랑 다른 분반이어서 성적 따로 나와서 상관은 없는데, 걔랑 같은 분반인데 나랑 같이 매일 학교에서 고생한 친구들 생각하면 너무 괘씸해

자기 놀거 다 놀고, 과제는 내야겠는데 시간은 촉박해서 제대로 하면 결과 제대로 도출 못하니까 이럴 때만 연락오는거 너무 별로야 （평소에는 연락 일절 없거든）

친구들이랑 뒤에서 얘 날먹의 제왕 곧 연락 오겠다 이런 식으로 말이 나올정도니까 이번에는 카톡 안읽씹하려고

그게 맞겠지?",ㅇㅇ 그게맞지,https://m.humoruniv.com/board/read.html?table=pdswait&number=10339378,2023-05-31 17:26
이런 친구 어때,"나는 공대 4학년

나랑 다른 친구들은 주 3일 공강인데도 지난 2주간 학교에 살다 싶이 머리 박아가면서 과제 해서 이제 제출 마감 다가와서 거의 완성시켰어

진짜 거짓말 안 치고 이 과제에만 쏟은 시간 다 합치면 2주간 50시간이 넘음

진짜 스트레스도 많이 받고, 친구들이랑 머리 맞대가면서 힘들게 해냄

근데 한 명 친구는 이제 시작해 여태까지 놀다가 （이건 인스타 봐서 알아, 4학년 공대생이 이렇게 놀아다 되나 싶을정도로 놀러다님）

그리고 이제 나랑 내 친구들한테 연락이 와

ㅇㅇ아 과제 잘 돼 가? 이러면서

얘의 역대 패턴을 보면 항상 이런 식이어서 연락이 올거라고 예상하고 있었는데 아니나 다를까 어제 연락이 왔어

그러면 이제 도와달라는 식으로 얘기하는데 이게 계속 물어보면 나중에 그냥 내가 얘꺼를 하고 있어

난 솔직히 얘랑 다른 분반이어서 성적 따로 나와서 상관은 없는데, 걔랑 같은 분반인데 나랑 같이 매일 학교에서 고생한 친구들 생각하면 너무 괘씸해

자기 놀거 다 놀고, 과제는 내야겠는데 시간은 촉박해서 제대로 하면 결과 제대로 도출 못하니까 이럴 때만 연락오는거 너무 별로야 （평소에는 연락 일절 없거든）

친구들이랑 뒤에서 얘 날먹의 제왕 곧 연락 오겠다 이런 식으로 말이 나올정도니까 이번에는 카톡 안읽씹하려고

그게 맞겠지?",그정도 파렴치한이면 전화오고 난리날듯 미리 마음의 준비들 해,https://m.humoruniv.com/board/read.html?table=pdswait&number=10339378,2023-05-31 17:26
스즈메 특전 받았다,"저주하던 공강덕에 가능했다
공강은 신이야!",오,https://m.humoruniv.com/board/read.html?table=pdswait&number=10292462,2023-05-03 15:04
스즈메 특전 받았다,"저주하던 공강덕에 가능했다
공강은 신이야!",부럽다,https://m.humoruniv.com/board/read.html?table=pdswait&number=10292462,2023-05-03 15:04
야식 먹고 싶은데 뭐 먹을까? 아픈거 나아지니까 입맛이 살아나,"대딩때 제일 친했던 남자 동기가 기타칠 줄 알아서
얘한테 기타배웠는데

학교가서 맨날 기타얘기하고 음악얘기하고
내 자취방 가서도 기타치고 음악얘기하고 그래서
단과에서 좀 유명했음

어느날은 과실에 앉아있는데 그렇게 막 친하진 않았던 동기 여자애가 내 자취방 궁금하다고 놀러 오고싶다고 그랬음

얘가 기숙사살기도 했고 처음엔 거절했다가 또 얘기하길래 다음 공강일때 왔다 가라고 했더니 대뜸 주말에 연락하고 와버린거임

갑자기 단 둘이 좁은 공간에 남녀가 있으니 너무 어색하고 뻘쭘했는데 기타 조금 쳐주고 밥 시켜먹고 같이 과제하다보니 좀 나아졌음

저녁되니까 얘가 나한테 여기서 술마셔도 되냐고 물어봐서
좋다고 했더니 얘가 치킨 시키고 같이 편의점가서 술도 사옴

내가 기숙사 안 들어가냐고 물어봤는데 자기 오늘 혹시 몰라서 외박 신청하고 왔다는 거임

놀라서 어? 라고 했더니 얘가 싫어? 갈까?
라고 하길래 얼떨결에 자고 편하게 있다가 가라고 했고

영화켜놓고 둘이 나란히 앉아서 술 마시기 시작했음",이건 또 무슨 유헝의 제목낚시야,https://m.humoruniv.com/board/read.html?table=pdswait&number=10276291,2023-04-22 21:14
야식 먹고 싶은데 뭐 먹을까? 아픈거 나아지니까 입맛이 살아나,"대딩때 제일 친했던 남자 동기가 기타칠 줄 알아서
얘한테 기타배웠는데

학교가서 맨날 기타얘기하고 음악얘기하고
내 자취방 가서도 기타치고 음악얘기하고 그래서
단과에서 좀 유명했음

어느날은 과실에 앉아있는데 그렇게 막 친하진 않았던 동기 여자애가 내 자취방 궁금하다고 놀러 오고싶다고 그랬음

얘가 기숙사살기도 했고 처음엔 거절했다가 또 얘기하길래 다음 공강일때 왔다 가라고 했더니 대뜸 주말에 연락하고 와버린거임

갑자기 단 둘이 좁은 공간에 남녀가 있으니 너무 어색하고 뻘쭘했는데 기타 조금 쳐주고 밥 시켜먹고 같이 과제하다보니 좀 나아졌음

저녁되니까 얘가 나한테 여기서 술마셔도 되냐고 물어봐서
좋다고 했더니 얘가 치킨 시키고 같이 편의점가서 술도 사옴

내가 기숙사 안 들어가냐고 물어봤는데 자기 오늘 혹시 몰라서 외박 신청하고 왔다는 거임

놀라서 어? 라고 했더니 얘가 싫어? 갈까?
라고 하길래 얼떨결에 자고 편하게 있다가 가라고 했고

영화켜놓고 둘이 나란히 앉아서 술 마시기 시작했음",..,https://m.humoruniv.com/board/read.html?table=pdswait&number=10276291,2023-04-22 21:14
야식 먹고 싶은데 뭐 먹을까? 아픈거 나아지니까 입맛이 살아나,"대딩때 제일 친했던 남자 동기가 기타칠 줄 알아서
얘한테 기타배웠는데

학교가서 맨날 기타얘기하고 음악얘기하고
내 자취방 가서도 기타치고 음악얘기하고 그래서
단과에서 좀 유명했음

어느날은 과실에 앉아있는데 그렇게 막 친하진 않았던 동기 여자애가 내 자취방 궁금하다고 놀러 오고싶다고 그랬음

얘가 기숙사살기도 했고 처음엔 거절했다가 또 얘기하길래 다음 공강일때 왔다 가라고 했더니 대뜸 주말에 연락하고 와버린거임

갑자기 단 둘이 좁은 공간에 남녀가 있으니 너무 어색하고 뻘쭘했는데 기타 조금 쳐주고 밥 시켜먹고 같이 과제하다보니 좀 나아졌음

저녁되니까 얘가 나한테 여기서 술마셔도 되냐고 물어봐서
좋다고 했더니 얘가 치킨 시키고 같이 편의점가서 술도 사옴

내가 기숙사 안 들어가냐고 물어봤는데 자기 오늘 혹시 몰라서 외박 신청하고 왔다는 거임

놀라서 어? 라고 했더니 얘가 싫어? 갈까?
라고 하길래 얼떨결에 자고 편하게 있다가 가라고 했고

영화켜놓고 둘이 나란히 앉아서 술 마시기 시작했음",햄버거,https://m.humoruniv.com/board/read.html?table=pdswait&number=10276291,2023-04-22 21:14
하루에 한 번씩 솔게 38,"우와 내일부터 시험 시작이네요.

이와중에도 과제를 내주는 교수님에게 박수👏 👏

아침에는 그렇게 피곤하더니 점심 공강시간에 한시간 잤더니 지금까지 쌩쌩하네요....

아침에 강의 있는데 큰일이네",,https://m.humoruniv.com/board/read.html?table=wsolo&number=201399,2023-04-20 3:40
주변에 봉사 자주하는 사람있어?,"대학생인데 월요일날에 공강이 있어서 봉사활동을 할까하해서.
알바를 할수도 있지만 당장 돈 걱정은 없어서 정기적으로 봉사를 해보고싶은데 혹시 정보좀 얻을수있을까?",,https://m.humoruniv.com/board/read.html?table=pdswait&number=10241778,2023-04-01 17:22
하루에 한 번씩 솔게 21,"오늘도 어김없이 과제 폭탄이네요.

내일은 공강같은 녹강이라 학교 설명회 듣고 본가에 다녀올 예정이에요.",,https://m.humoruniv.com/board/read.html?table=wsolo&number=201350,2023-03-30 21:48
철지난 그 “씹덕” 후기,"공강 생겨서 점심먹고 갈라고 그씹덕 먹으러 왔어유…. 카드가 많이 빠져서 뮤ㅓ가 없네오…
구성 더럽게 많고 더 튀김이야…",저는 어떻게 3세트를 먹엇지만 포토카드 단한장도 얻지못했을까,https://m.humoruniv.com/board/read.html?table=thema2&number=1520143,2023-03-23 12:36
철지난 그 “씹덕” 후기,"공강 생겨서 점심먹고 갈라고 그씹덕 먹으러 왔어유…. 카드가 많이 빠져서 뮤ㅓ가 없네오…
구성 더럽게 많고 더 튀김이야…",양은 되게 많을 듯,https://m.humoruniv.com/board/read.html?table=thema2&number=1520143,2023-03-23 12:36
철지난 그 “씹덕” 후기,"공강 생겨서 점심먹고 갈라고 그씹덕 먹으러 왔어유…. 카드가 많이 빠져서 뮤ㅓ가 없네오…
구성 더럽게 많고 더 튀김이야…",튀김 넘 배부른 ㅋㅋㅋㅋ,https://m.humoruniv.com/board/read.html?table=thema2&number=1520143,2023-03-23 12:36
철지난 그 “씹덕” 후기,"공강 생겨서 점심먹고 갈라고 그씹덕 먹으러 왔어유…. 카드가 많이 빠져서 뮤ㅓ가 없네오…
구성 더럽게 많고 더 튀김이야…",아직도 하구나,https://m.humoruniv.com/board/read.html?table=thema2&number=1520143,2023-03-23 12:36
내가 왜 공강날에 밥약을 잡아서...,에잇,염게가서 써,https://m.humoruniv.com/board/read.html?table=solo&number=560487,2023-03-22 11:52
내가 왜 공강날에 밥약을 잡아서...,에잇,블라,https://m.humoruniv.com/board/read.html?table=solo&number=560487,2023-03-22 11:52
내가 왜 공강날에 밥약을 잡아서...,에잇,죽어시발아,https://m.humoruniv.com/board/read.html?table=solo&number=560487,2023-03-22 11:52
내가 왜 공강날에 밥약을 잡아서...,에잇,여기가 네 일기장이냐,https://m.humoruniv.com/board/read.html?table=solo&number=560487,2023-03-22 11:52
Guten Morgen!,"매주 수요일은 행복한 공강이에요 🍒
오늘은 일찍 일어나서 아침운동을 하고
개강 후 처음으로 치마도 입고 친구들과 나왔습니다
（원래 츄리닝만 입는 새럼）

이리저리 걷다가
흰 동백으로 추정되는 예쁜 꽃이 있어 함께 첨부합니다

모두들 오늘도 좋은 하루 보내세요✨",탄탄하시네요,https://m.humoruniv.com/board/read.html?table=fashion&number=16571,2023-03-22 9:11
Guten Morgen!,"매주 수요일은 행복한 공강이에요 🍒
오늘은 일찍 일어나서 아침운동을 하고
개강 후 처음으로 치마도 입고 친구들과 나왔습니다
（원래 츄리닝만 입는 새럼）

이리저리 걷다가
흰 동백으로 추정되는 예쁜 꽃이 있어 함께 첨부합니다

모두들 오늘도 좋은 하루 보내세요✨",측면 삼각근을 키웁시다,https://m.humoruniv.com/board/read.html?table=fashion&number=16571,2023-03-22 9:11
Guten Morgen!,"매주 수요일은 행복한 공강이에요 🍒
오늘은 일찍 일어나서 아침운동을 하고
개강 후 처음으로 치마도 입고 친구들과 나왔습니다
（원래 츄리닝만 입는 새럼）

이리저리 걷다가
흰 동백으로 추정되는 예쁜 꽃이 있어 함께 첨부합니다

모두들 오늘도 좋은 하루 보내세요✨",모데루 멍,https://m.humoruniv.com/board/read.html?table=fashion&number=16571,2023-03-22 9:11
Guten Morgen!,"매주 수요일은 행복한 공강이에요 🍒
오늘은 일찍 일어나서 아침운동을 하고
개강 후 처음으로 치마도 입고 친구들과 나왔습니다
（원래 츄리닝만 입는 새럼）

이리저리 걷다가
흰 동백으로 추정되는 예쁜 꽃이 있어 함께 첨부합니다

모두들 오늘도 좋은 하루 보내세요✨",교수님 여기서 이러심 안됩니다 (˵ ͡° ͜ʖ ͡°˵),https://m.humoruniv.com/board/read.html?table=fashion&number=16571,2023-03-22 9:11
Guten Morgen!,"매주 수요일은 행복한 공강이에요 🍒
오늘은 일찍 일어나서 아침운동을 하고
개강 후 처음으로 치마도 입고 친구들과 나왔습니다
（원래 츄리닝만 입는 새럼）

이리저리 걷다가
흰 동백으로 추정되는 예쁜 꽃이 있어 함께 첨부합니다

모두들 오늘도 좋은 하루 보내세요✨",연진이닮았네,https://m.humoruniv.com/board/read.html?table=fashion&number=16571,2023-03-22 9:11
